filename,filepath,width,height,depth,label,xmin,ymin,xmax,ymax
img_2172,train/images/img_2172.jpg,640,640,3,Jett,258,166,379,639
img_2172,train/images/img_2172.jpg,640,640,3,Sage,336,157,371,300
img_2166,train/images/img_2166.jpg,640,640,3,Sage,311,246,349,400
img_0771,train/images/img_0771.jpg,640,640,3,Jett,303,296,323,370
img_0771,train/images/img_0771.jpg,640,640,3,Phoenix,207,283,237,438
img_0017,train/images/img_0017.jpg,640,640,3,Sage,217,255,292,535
img_1309,train/images/img_1309.jpg,640,640,3,Phoenix,270,233,296,322
img_2600,train/images/img_2600.jpg,640,640,3,Phoenix,327,259,351,372
img_0942,train/images/img_0942.jpg,640,640,3,Jett,351,192,438,529
img_1484,train/images/img_1484.jpg,640,640,3,Jett,265,241,355,639
img_2199,train/images/img_2199.jpg,640,640,3,Jett,226,347,298,544
img_0956,train/images/img_0956.jpg,640,640,3,Jett,280,307,298,332
img_0956,train/images/img_0956.jpg,640,640,3,Sage,333,232,369,334
img_1490,train/images/img_1490.jpg,640,640,3,Jett,0,260,123,528
img_1490,train/images/img_1490.jpg,640,640,3,Sage,408,192,427,256
img_1645,train/images/img_1645.jpg,640,640,3,Jett,219,210,313,609
img_1137,train/images/img_1137.jpg,640,640,3,Jett,111,69,171,208
img_0229,train/images/img_0229.jpg,640,640,3,Phoenix,225,284,275,468
img_0229,train/images/img_0229.jpg,640,640,3,Jett,382,286,416,415
img_2358,train/images/img_2358.jpg,640,640,3,Jett,274,230,370,604
img_1889,train/images/img_1889.jpg,640,640,3,Jett,173,226,244,517
img_1889,train/images/img_1889.jpg,640,640,3,Brimstone,311,294,333,367
img_1651,train/images/img_1651.jpg,640,640,3,Sage,299,288,328,397
img_2370,train/images/img_2370.jpg,640,640,3,Jett,498,232,515,311
img_0567,train/images/img_0567.jpg,640,640,3,Phoenix,177,284,237,504
img_0567,train/images/img_0567.jpg,640,640,3,Jett,388,311,416,423
img_1679,train/images/img_1679.jpg,640,640,3,Jett,250,224,277,379
img_1679,train/images/img_1679.jpg,640,640,3,Sage,316,205,373,443
img_0201,train/images/img_0201.jpg,640,640,3,Sage,229,264,346,634
img_2416,train/images/img_2416.jpg,640,640,3,Sage,181,259,252,510
img_2416,train/images/img_2416.jpg,640,640,3,Phoenix,302,299,338,440
img_0573,train/images/img_0573.jpg,640,640,3,Phoenix,545,222,639,639
img_2364,train/images/img_2364.jpg,640,640,3,Phoenix,415,274,504,479
img_2364,train/images/img_2364.jpg,640,640,3,Sage,220,284,244,384
img_1686,train/images/img_1686.jpg,640,640,3,Brimstone,247,115,367,506
img_1686,train/images/img_1686.jpg,640,640,3,Jett,0,148,55,325
img_1692,train/images/img_1692.jpg,640,640,3,Jett,416,267,448,420
img_1862,train/images/img_1862.jpg,640,640,3,Jett,282,220,346,345
img_2238,train/images/img_2238.jpg,640,640,3,Phoenix,290,306,313,354
img_0349,train/images/img_0349.jpg,640,640,3,Phoenix,214,315,237,424
img_0349,train/images/img_0349.jpg,640,640,3,Jett,294,315,320,419
img_1057,train/images/img_1057.jpg,640,640,3,Sage,0,103,207,599
img_1043,train/images/img_1043.jpg,640,640,3,Jett,387,279,433,381
img_1043,train/images/img_1043.jpg,640,640,3,Sage,307,296,335,404
img_1725,train/images/img_1725.jpg,640,640,3,Jett,0,238,54,615
img_1725,train/images/img_1725.jpg,640,640,3,Brimstone,389,278,425,392
img_2204,train/images/img_2204.jpg,640,640,3,Brimstone,241,285,284,401
img_0375,train/images/img_0375.jpg,640,640,3,Phoenix,353,302,470,601
img_2562,train/images/img_2562.jpg,640,640,3,Phoenix,326,254,344,318
img_2576,train/images/img_2576.jpg,640,640,3,Phoenix,313,250,336,343
img_0361,train/images/img_0361.jpg,640,640,3,Phoenix,336,289,347,326
img_0361,train/images/img_0361.jpg,640,640,3,Jett,351,279,364,356
img_1719,train/images/img_1719.jpg,640,640,3,Sage,402,180,639,638
img_0407,train/images/img_0407.jpg,640,640,3,Phoenix,240,251,341,570
img_0407,train/images/img_0407.jpg,640,640,3,Jett,513,138,545,224
img_2210,train/images/img_2210.jpg,640,640,3,Jett,283,160,348,378
img_2210,train/images/img_2210.jpg,640,640,3,Brimstone,14,132,34,183
img_1094,train/images/img_1094.jpg,640,640,3,Jett,294,302,323,420
img_2589,train/images/img_2589.jpg,640,640,3,Phoenix,230,228,248,301
img_1255,train/images/img_1255.jpg,640,640,3,Jett,298,318,316,404
img_1533,train/images/img_1533.jpg,640,640,3,Brimstone,307,285,375,605
img_1527,train/images/img_1527.jpg,640,640,3,Jett,252,256,353,548
img_2748,train/images/img_2748.jpg,640,640,3,Phoenix,294,240,323,352
img_2760,train/images/img_2760.jpg,640,640,3,Phoenix,275,183,311,308
img_0177,train/images/img_0177.jpg,640,640,3,Sage,304,309,320,394
img_0177,train/images/img_0177.jpg,640,640,3,Jett,301,362,342,456
img_0611,train/images/img_0611.jpg,640,640,3,Sage,0,260,88,608
img_2006,train/images/img_2006.jpg,640,640,3,Brimstone,383,264,404,347
img_2006,train/images/img_2006.jpg,640,640,3,Jett,232,255,275,474
img_2012,train/images/img_2012.jpg,640,640,3,Jett,237,247,314,450
img_0605,train/images/img_0605.jpg,640,640,3,Phoenix,335,280,359,352
img_0163,train/images/img_0163.jpg,640,640,3,Sage,571,281,639,510
img_0163,train/images/img_0163.jpg,640,640,3,Jett,259,304,283,395
img_2774,train/images/img_2774.jpg,640,640,3,Phoenix,284,191,346,476
img_0188,train/images/img_0188.jpg,640,640,3,Jett,334,315,361,417
img_0188,train/images/img_0188.jpg,640,640,3,Sage,255,296,292,460
img_1296,train/images/img_1296.jpg,640,640,3,Jett,358,213,380,301
img_0836,train/images/img_0836.jpg,640,640,3,Brimstone,368,464,386,530
img_0836,train/images/img_0836.jpg,640,640,3,Sage,302,455,317,522
img_0822,train/images/img_0822.jpg,640,640,3,Phoenix,351,306,371,390
img_0822,train/images/img_0822.jpg,640,640,3,Jett,286,298,312,382
img_1282,train/images/img_1282.jpg,640,640,3,Jett,305,251,325,346
img_0823,train/images/img_0823.jpg,640,640,3,Sage,342,286,364,362
img_0823,train/images/img_0823.jpg,640,640,3,Brimstone,276,359,304,482
img_1283,train/images/img_1283.jpg,640,640,3,Phoenix,318,199,442,603
img_1297,train/images/img_1297.jpg,640,640,3,Sage,386,196,419,309
img_0189,train/images/img_0189.jpg,640,640,3,Phoenix,255,269,280,348
img_0189,train/images/img_0189.jpg,640,640,3,Jett,140,279,168,349
img_0837,train/images/img_0837.jpg,640,640,3,Jett,2,243,39,325
img_0837,train/images/img_0837.jpg,640,640,3,Phoenix,302,141,339,305
img_0604,train/images/img_0604.jpg,640,640,3,Phoenix,438,296,536,491
img_0604,train/images/img_0604.jpg,640,640,3,Jett,266,186,312,348
img_2013,train/images/img_2013.jpg,640,640,3,Sage,88,244,131,385
img_2013,train/images/img_2013.jpg,640,640,3,Phoenix,259,216,338,539
img_2775,train/images/img_2775.jpg,640,640,3,Brimstone,294,260,332,424
img_0162,train/images/img_0162.jpg,640,640,3,Phoenix,340,322,352,364
img_0162,train/images/img_0162.jpg,640,640,3,Jett,293,311,311,370
img_1268,train/images/img_1268.jpg,640,640,3,Sage,177,256,219,389
img_2761,train/images/img_2761.jpg,640,640,3,Phoenix,248,211,340,532
img_2007,train/images/img_2007.jpg,640,640,3,Jett,298,225,385,483
img_0610,train/images/img_0610.jpg,640,640,3,Sage,330,279,373,418
img_1526,train/images/img_1526.jpg,640,640,3,Sage,382,360,414,513
img_1526,train/images/img_1526.jpg,640,640,3,Phoenix,196,444,213,520
img_0638,train/images/img_0638.jpg,640,640,3,Jett,324,263,415,576
img_0638,train/images/img_0638.jpg,640,640,3,Phoenix,289,298,321,370
img_1240,train/images/img_1240.jpg,640,640,3,Phoenix,302,300,350,499
img_2749,train/images/img_2749.jpg,640,640,3,Phoenix,205,226,286,501
img_1532,train/images/img_1532.jpg,640,640,3,Brimstone,292,282,336,472
img_1917,train/images/img_1917.jpg,640,640,3,Brimstone,287,252,324,436
img_1081,train/images/img_1081.jpg,640,640,3,Sage,259,287,293,401
img_2588,train/images/img_2588.jpg,640,640,3,Phoenix,251,212,326,477
img_1095,train/images/img_1095.jpg,640,640,3,Jett,300,289,345,363
img_2577,train/images/img_2577.jpg,640,640,3,Phoenix,348,427,416,639
img_2211,train/images/img_2211.jpg,640,640,3,Jett,309,176,346,322
img_0406,train/images/img_0406.jpg,640,640,3,Phoenix,136,184,378,583
img_0406,train/images/img_0406.jpg,640,640,3,Jett,479,146,506,223
img_1718,train/images/img_1718.jpg,640,640,3,Brimstone,261,216,329,454
img_0412,train/images/img_0412.jpg,640,640,3,Phoenix,164,257,284,538
img_0412,train/images/img_0412.jpg,640,640,3,Jett,517,160,551,217
img_2205,train/images/img_2205.jpg,640,640,3,Jett,188,228,348,556
img_2563,train/images/img_2563.jpg,640,640,3,Phoenix,339,165,417,588
img_0374,train/images/img_0374.jpg,640,640,3,Jett,356,302,368,360
img_1042,train/images/img_1042.jpg,640,640,3,Jett,218,320,231,372
img_1042,train/images/img_1042.jpg,640,640,3,Phoenix,355,307,369,378
img_1724,train/images/img_1724.jpg,640,640,3,Sage,116,206,166,402
img_1724,train/images/img_1724.jpg,640,640,3,Jett,447,216,474,330
img_2239,train/images/img_2239.jpg,640,640,3,Jett,317,286,331,360
img_1730,train/images/img_1730.jpg,640,640,3,Brimstone,323,184,366,404
img_1056,train/images/img_1056.jpg,640,640,3,Phoenix,307,279,335,376
img_1056,train/images/img_1056.jpg,640,640,3,Jett,281,210,304,310
img_0348,train/images/img_0348.jpg,640,640,3,Jett,202,269,275,582
img_1877,train/images/img_1877.jpg,640,640,3,Sage,311,225,443,552
img_1863,train/images/img_1863.jpg,640,640,3,Brimstone,208,205,390,635
img_1693,train/images/img_1693.jpg,640,640,3,Jett,267,197,329,567
img_1687,train/images/img_1687.jpg,640,640,3,Jett,268,65,299,222
img_0214,train/images/img_0214.jpg,640,640,3,Brimstone,263,208,357,345
img_2403,train/images/img_2403.jpg,640,640,3,Jett,321,190,351,296
img_2365,train/images/img_2365.jpg,640,640,3,Sage,510,224,577,449
img_2365,train/images/img_2365.jpg,640,640,3,Jett,200,234,240,376
img_0572,train/images/img_0572.jpg,640,640,3,Jett,347,242,413,435
img_1678,train/images/img_1678.jpg,640,640,3,Brimstone,302,204,383,513
img_0566,train/images/img_0566.jpg,640,640,3,Phoenix,148,272,254,562
img_2371,train/images/img_2371.jpg,640,640,3,Jett,340,171,405,508
img_2417,train/images/img_2417.jpg,640,640,3,Jett,340,303,420,637
img_0200,train/images/img_0200.jpg,640,640,3,Jett,221,50,279,223
img_0200,train/images/img_0200.jpg,640,640,3,Phoenix,317,303,328,340
img_0228,train/images/img_0228.jpg,640,640,3,Sage,0,277,128,528
img_0228,train/images/img_0228.jpg,640,640,3,Jett,280,295,309,488
img_1136,train/images/img_1136.jpg,640,640,3,Jett,310,293,325,346
img_1650,train/images/img_1650.jpg,640,640,3,Phoenix,306,271,338,345
img_1888,train/images/img_1888.jpg,640,640,3,Brimstone,300,280,314,335
img_2359,train/images/img_2359.jpg,640,640,3,Brimstone,41,235,186,637
img_2359,train/images/img_2359.jpg,640,640,3,Jett,314,287,334,347
img_1122,train/images/img_1122.jpg,640,640,3,Jett,313,272,336,339
img_1122,train/images/img_1122.jpg,640,640,3,Phoenix,304,322,318,344
img_1491,train/images/img_1491.jpg,640,640,3,Jett,303,296,325,353
img_0957,train/images/img_0957.jpg,640,640,3,Jett,289,279,308,335
img_2198,train/images/img_2198.jpg,640,640,3,Brimstone,252,195,279,283
img_2198,train/images/img_2198.jpg,640,640,3,Jett,214,92,238,199
img_1485,train/images/img_1485.jpg,640,640,3,Sage,277,210,341,365
img_1485,train/images/img_1485.jpg,640,640,3,Phoenix,361,223,421,424
img_0943,train/images/img_0943.jpg,640,640,3,Jett,215,32,298,542
img_0770,train/images/img_0770.jpg,640,640,3,Sage,107,299,146,433
img_2167,train/images/img_2167.jpg,640,640,3,Sage,276,0,451,583
img_2601,train/images/img_2601.jpg,640,640,3,Phoenix,288,228,344,376
img_1308,train/images/img_1308.jpg,640,640,3,Brimstone,354,283,365,331
img_0016,train/images/img_0016.jpg,640,640,3,Jett,91,376,131,442
img_2615,train/images/img_2615.jpg,640,640,3,Phoenix,313,182,373,454
img_2173,train/images/img_2173.jpg,640,640,3,Brimstone,100,199,316,637
img_0764,train/images/img_0764.jpg,640,640,3,Jett,413,204,438,238
img_1452,train/images/img_1452.jpg,640,640,3,Brimstone,276,278,311,447
